word	start_time	end_time	vowel_start	vowel_end	nasal_start	nasal_end	next_seg	next_seg_start	next_seg_end	chunk_start	chunk_end	nwords	idstring
UH	755.729	755.788	755.729	755.788			F	755.788	755.969	755.059	756.269	4858	PH10-2-7-
UH	769.39	769.491	769.39	769.491			AH0	769.491	769.561	767.571	770.051	4858	PH10-2-7-
UH	776.208	776.389	776.208	776.389			sp	776.389	777.115	774.589	776.389	4858	PH10-2-7-
UH	789.348	789.509	789.348	789.509			sp	789.509	790.454	788.228	789.509	4858	PH10-2-7-
UH	792.094	792.273	792.094	792.273			sp	792.273	792.798	790.454	792.273	4858	PH10-2-7-
UH	799.988	800.147	799.988	800.147			sp	800.147	800.218	799.038	801.138	4858	PH10-2-7-
AND_UH	805.296	805.546	805.296	805.546			AH0	805.546	805.585	805.136	806.126	4858	PH10-2-7-
UH	809.019	809.139	809.019	809.139			sp	809.139	809.353	807.249	809.139	4858	PH10-2-7-
AND_UH	812.923	813.073	812.923	813.073			DH	813.073	813.163	812.603	814.432	4858	PH10-2-7-
AND_UH	816.183	816.383	816.183	816.383			sp	816.383	816.903	815.903	816.383	4858	PH10-2-7-
UH	826.056	826.285	826.056	826.285			DH	826.285	826.436	825.156	827.055	4858	PH10-2-7-
UH	826.716	827.055	826.716	827.055			sp	827.055	827.328	825.156	827.055	4858	PH10-2-7-
UH	834.367	834.768	834.367	834.768			sp	834.768	835.753	833.218	834.768	4858	PH10-2-7-
UH	847.158	847.319	847.158	847.319			sp	847.319	847.721	846.419	847.319	4858	PH10-2-7-
UH	849.458	849.649	849.458	849.649			B	849.649	849.719	849.458	850.398	4858	PH10-2-7-
UH	897.978	898.398	897.978	898.398			sp	898.398	899.524	897.628	898.398	4858	PH10-2-7-
UH	900.114	900.343	900.114	900.343			sp	900.343	900.953	899.524	900.343	4858	PH10-2-7-
UH	905.623	905.804	905.623	905.804			HH	905.804	905.944	904.954	906.964	4858	PH10-2-7-
UH	907.938	908.147	907.938	908.147			sp	908.147	909.433	907.648	908.147	4858	PH10-2-7-
UH	910.832	911.082	910.832	911.082			W	911.082	911.133	910.303	911.773	4858	PH10-2-7-
UH	912.454	912.634	912.454	912.634			L	912.634	912.724	912.184	913.524	4858	PH10-2-7-
UH	920.343	920.473	920.343	920.473			sp	920.473	920.593	919.972	923.953	4858	PH10-2-7-
UH	948.059	948.279	948.059	948.279			sp	948.279	949.603	946.109	948.279	4858	PH10-2-7-
UM	953.936	954.146	953.936	954.115	954.115	954.146	sp	954.146	955.844	953.316	954.146	4858	PH10-2-7-
UH	957.334	957.584	957.334	957.584			AH0	957.584	957.614	955.844	958.494	4858	PH10-2-7-
UH	986.504	986.684	986.504	986.684			sp	986.684	987.693	983.595	986.684	4858	PH10-2-7-
UH	987.693	988.073	987.693	988.073			sp	988.073	988.509	987.693	988.073	4858	PH10-2-7-
UH	993.377	993.488	993.377	993.488			M	993.488	993.577	992.457	994.178	4858	PH10-2-7-
UH	1004.838	1005.278	1004.838	1005.278			DH	1005.278	1005.407	1004.838	1009.293	4858	PH10-2-7-
UH	1006.747	1007.128	1006.747	1007.128			AH0	1007.128	1007.188	1004.838	1009.293	4858	PH10-2-7-
UH	1010.816	1010.975	1010.816	1010.975			sp	1010.975	1011.086	1010.046	1012.006	4858	PH10-2-7-
UH	1013.603	1013.753	1013.603	1013.753			F	1013.753	1013.883	1012.533	1015.383	4858	PH10-2-7-
UH	1042.303	1042.663	1042.303	1042.663			AH1	1042.663	1042.742	1041.123	1043.973	4858	PH10-2-7-
UH	1042.663	1042.742	1042.663	1042.742			N	1042.742	1042.883	1041.123	1043.973	4858	PH10-2-7-
UH	1051.274	1051.664	1051.274	1051.664			sp	1051.664	1052.693	1051.274	1051.664	4858	PH10-2-7-
UM	1074.021	1074.381	1074.021	1074.251	1074.251	1074.381	sp	1074.381	1074.956	1074.021	1074.381	4858	PH10-2-7-
UM	1085.773	1086.124	1085.773	1086.074	1086.074	1086.124	sp	1086.124	1086.676	1085.773	1086.124	4858	PH10-2-7-
UH	1115.191	1115.281	1115.191	1115.281			sp	1115.281	1115.381	1114.871	1117.031	4858	PH10-2-7-
UH	1129.648	1129.688	1129.648	1129.688			AE1	1129.688	1129.887	1129.318	1132.668	4858	PH10-2-7-
UM	1137.374	1138.133	1137.374	1137.944	1137.944	1138.133	sp	1138.133	1138.711	1137.374	1138.133	4858	PH10-2-7-
AND_UH	1224.968	1225.208	1224.968	1225.208			sp	1225.208	1226.674	1224.688	1225.208	4858	PH10-2-7-
UH	1246.704	1246.864	1246.704	1246.864			sp	1246.864	1247.113	1245.494	1246.864	4858	PH10-2-7-
UH	1257.778	1258.188	1257.778	1258.188			W	1258.188	1258.348	1257.778	1258.828	4858	PH10-2-7-
UM	1258.537	1258.828	1258.537	1258.728	1258.728	1258.828	sp	1258.828	1259.853	1257.778	1258.828	4858	PH10-2-7-
UH	1266.703	1266.922	1266.703	1266.922			sp	1266.922	1267.219	1266.383	1266.922	4858	PH10-2-7-
AND_UH	1290.449	1290.739	1290.449	1290.739			sp	1290.739	1291.328	1290.089	1290.739	4858	PH10-2-7-
UM	1375.326	1375.596	1375.326	1375.516	1375.516	1375.596	sp	1375.596	1376.354	1372.876	1375.596	4858	PH10-2-7-
UH	1379.803	1379.963	1379.803	1379.963			sp	1379.963	1380.956	1378.283	1379.963	4858	PH10-2-7-
UH	1381.456	1381.645	1381.456	1381.645			sp	1381.645	1382.248	1380.956	1381.645	4858	PH10-2-7-
UH	1469.487	1469.558	1469.487	1469.558			sp	1469.558	1469.948	1469.158	1469.558	4858	PH10-2-7-
AND_UH	1482.278	1482.558	1482.278	1482.558			sp	1482.558	1482.863	1482.057	1482.558	4858	PH10-2-7-
UH	1483.752	1483.903	1483.752	1483.903			sp	1483.903	1484.604	1482.863	1483.903	4858	PH10-2-7-
UH	1484.604	1484.824	1484.604	1484.824			sp	1484.824	1484.874	1484.604	1486.624	4858	PH10-2-7-
AND_UH	1511.024	1511.214	1511.024	1511.214			AY1	1511.214	1511.293	1510.724	1514.314	4858	PH10-2-7-
UH	1516.801	1517.011	1516.801	1517.011			sp	1517.011	1517.713	1515.751	1517.011	4858	PH10-2-7-
UM	1518.372	1518.723	1518.372	1518.652	1518.652	1518.723	sp	1518.723	1520.109	1517.713	1518.723	4858	PH10-2-7-
UH	1536.615	1536.816	1536.615	1536.816			sp	1536.816	1536.855	1535.306	1537.606	4858	PH10-2-7-
UH	1537.436	1537.606	1537.436	1537.606			sp	1537.606	1539.213	1535.306	1537.606	4858	PH10-2-7-
UH	1577.607	1577.648	1577.607	1577.648			W	1577.648	1577.717	1576.998	1580.838	4858	PH10-2-7-
UH	1578.098	1578.267	1578.098	1578.267			D	1578.267	1578.318	1576.998	1580.838	4858	PH10-2-7-
UH	1675.873	1676.063	1675.873	1676.063			W	1676.063	1676.173	1675.873	1679.693	4858	PH10-2-7-
UH	1692.468	1692.608	1692.468	1692.608			DH	1692.608	1692.688	1692.188	1696.678	4858	PH10-2-7-
UH	1693.688	1693.998	1693.688	1693.998			sp	1693.998	1694.178	1692.188	1696.678	4858	PH10-2-7-
UH	1697.318	1697.358	1697.318	1697.358			AH1	1697.358	1697.388	1697.318	1697.978	4858	PH10-2-7-
UH	1697.358	1697.388	1697.358	1697.388			AY1	1697.388	1697.438	1697.318	1697.978	4858	PH10-2-7-
UH	1699.226	1699.386	1699.226	1699.386			DH	1699.386	1699.435	1698.515	1701.496	4858	PH10-2-7-
UH	1702.988	1703.267	1702.988	1703.267			W	1703.267	1703.338	1701.908	1704.298	4858	PH10-2-7-
UH	1738.873	1739.103	1738.873	1739.103			sp	1739.103	1740.933	1735.353	1739.103	4858	PH10-2-7-
AND_UH	1780.658	1780.917	1780.658	1780.917			sp	1780.917	1782.041	1780.358	1780.917	4858	PH10-2-7-
UH	1790.974	1791.124	1790.974	1791.124			sp	1791.124	1791.254	1790.264	1792.014	4858	PH10-2-7-
UH	157.292	157.322	157.292	157.322			W	157.322	157.412	156.633	159.533	3574	PH10-2-8-
UM	185.942	186.133	185.942	186.003	186.003	186.133	sp	186.133	191.163	185.743	186.133	3574	PH10-2-8-
UM	197.393	197.613	197.393	197.503	197.503	197.613	sp	197.613	198.523	194.583	197.613	3574	PH10-2-8-
UM	199.422	199.683	199.422	199.612	199.612	199.683	sp	199.683	201.163	198.523	199.683	3574	PH10-2-8-
UM	205.093	205.543	205.093	205.383	205.383	205.543	sp	205.543	205.933	205.093	205.543	3574	PH10-2-8-
UM	210.123	210.542	210.123	210.363	210.363	210.542	sp	210.542	210.912	210.123	210.542	3574	PH10-2-8-
UM	224.053	224.383	224.053	224.292	224.292	224.383	sp	224.383	225.103	223.313	224.383	3574	PH10-2-8-
UH	231.492	231.633	231.492	231.633			B	231.633	231.752	230.193	232.823	3574	PH10-2-8-
UM	232.583	232.823	232.583	232.713	232.713	232.823	sp	232.823	233.673	230.193	232.823	3574	PH10-2-8-
UM	259.963	260.432	259.963	260.253	260.253	260.432	sp	260.432	260.912	259.963	260.432	3574	PH10-2-8-
UM	264.743	265.113	264.743	264.963	264.963	265.113	sp	265.113	265.653	262.763	265.113	3574	PH10-2-8-
UM	270.063	270.382	270.063	270.233	270.233	270.382	sp	270.382	270.413	269.793	272.063	3574	PH10-2-8-
UM	273.213	273.512	273.213	273.333	273.333	273.512	sp	273.512	273.603	272.753	275.633	3574	PH10-2-8-
UH	290.603	290.643	290.603	290.643			N	290.643	290.732	290.293	292.443	3574	PH10-2-8-
UM	300.043	300.182	300.043	300.123	300.123	300.182	sp	300.182	300.573	299.693	300.182	3574	PH10-2-8-
AND_UM	366.902	367.272	366.902	367.112	367.112	367.272	sp	367.272	368.513	366.533	367.272	3574	PH10-2-8-
UM	394.903	395.073	394.903	394.983	394.983	395.073	sp	395.073	395.183	392.913	395.873	3574	PH10-2-8-
UH	397.693	397.992	397.693	397.992			G	397.992	398.012	397.413	398.843	3574	PH10-2-8-
UH	401.423	401.463	401.423	401.463			IH1	401.463	401.573	401.023	404.463	3574	PH10-2-8-
UM	426.653	426.943	426.653	426.853	426.853	426.943	sp	426.943	427.623	424.213	426.943	3574	PH10-2-8-
UM	438.392	438.632	438.392	438.512	438.512	438.632	sp	438.632	440.953	437.833	438.632	3574	PH10-2-8-
UM	446.613	447.112	446.613	446.983	446.983	447.112	sp	447.112	447.623	446.043	447.112	3574	PH10-2-8-
AND_UM	456.443	456.703	456.443	456.593	456.593	456.703	sp	456.703	457.513	451.793	456.703	3574	PH10-2-8-
AND_UM	474.613	474.972	474.613	474.822	474.822	474.972	sp	474.972	476.363	474.273	474.972	3574	PH10-2-8-
UM	476.633	477.002	476.633	476.803	476.803	477.002	sp	477.002	478.413	476.363	477.002	3574	PH10-2-8-
UM	480.073	480.343	480.073	480.243	480.243	480.343	sp	480.343	481.353	478.413	480.343	3574	PH10-2-8-
UM	481.663	482.063	481.663	481.833	481.833	482.063	sp	482.063	482.473	481.353	482.063	3574	PH10-2-8-
UM	483.213	483.493	483.213	483.453	483.453	483.493	sp	483.493	483.583	483.213	484.373	3574	PH10-2-8-
UM	509.477	509.907	509.477	509.737	509.737	509.907	sp	509.907	511.088	508.958	509.907	3574	PH10-2-8-
UM	511.438	511.837	511.438	511.578	511.578	511.837	sp	511.837	512.208	511.088	511.837	3574	PH10-2-8-
UM	522.478	523.058	522.478	522.778	522.778	523.058	sp	523.058	523.208	522.478	524.258	3574	PH10-2-8-
UM	523.808	524.258	523.808	524.068	524.068	524.258	sp	524.258	525.328	522.478	524.258	3574	PH10-2-8-
UM	537.088	537.417	537.088	537.338	537.338	537.417	sp	537.417	537.677	537.088	537.417	3574	PH10-2-8-
UM	544.238	544.678	544.238	544.518	544.518	544.678	sp	544.678	546.678	544.238	544.678	3574	PH10-2-8-
AND_UM	549.928	550.308	549.928	550.137	550.137	550.308	sp	550.308	551.228	549.628	550.308	3574	PH10-2-8-
AND_UM	551.468	551.778	551.468	551.628	551.628	551.778	sp	551.778	552.168	551.228	551.778	3574	PH10-2-8-
UM	558.858	559.197	558.858	559.057	559.057	559.197	sp	559.197	560.038	558.498	559.197	3574	PH10-2-8-
UH	562.738	562.878	562.738	562.878			AH0	562.878	562.908	560.038	565.448	3574	PH10-2-8-
UH	563.598	563.768	563.598	563.768			sp	563.768	563.898	560.038	565.448	3574	PH10-2-8-
UH	563.898	564.118	563.898	564.118			P	564.118	564.268	560.038	565.448	3574	PH10-2-8-
UH	578.718	579.038	578.718	579.038			sp	579.038	579.268	576.218	579.038	3574	PH10-2-8-
UM	580.488	580.848	580.488	580.687	580.687	580.848	sp	580.848	581.148	580.168	580.848	3574	PH10-2-8-
UM	600.093	600.372	600.093	600.232	600.232	600.372	sp	600.372	600.613	599.783	600.372	3574	PH10-2-8-
UM	604.703	605.213	604.703	605.013	605.013	605.213	sp	605.213	605.272	604.703	605.993	3574	PH10-2-8-
UM	641.353	641.753	641.353	641.593	641.593	641.753	sp	641.753	641.823	641.353	643.023	3574	PH10-2-8-
AND_UM	644.033	644.383	644.033	644.192	644.192	644.383	sp	644.383	644.462	643.713	647.973	3574	PH10-2-8-
UH	673.603	673.723	673.603	673.723			sp	673.723	673.913	668.123	675.702	3574	PH10-2-8-
UM	675.303	675.702	675.303	675.573	675.573	675.702	sp	675.702	676.053	668.123	675.702	3574	PH10-2-8-
UM	680.293	680.762	680.293	680.483	680.483	680.762	sp	680.762	681.823	679.993	680.762	3574	PH10-2-8-
UH	688.033	688.243	688.033	688.243			AH0	688.243	688.343	685.733	689.823	3574	PH10-2-8-
AND_UM	697.303	697.643	697.303	697.483	697.483	697.643	sp	697.643	697.673	695.063	698.213	3574	PH10-2-8-
UM	713.643	713.973	713.643	713.793	713.793	713.973	sp	713.973	714.963	711.913	713.973	3574	PH10-2-8-
UH	763.762	763.973	763.762	763.973			sp	763.973	764.042	762.932	765.063	3574	PH10-2-8-
UM	783.133	783.443	783.133	783.313	783.313	783.443	sp	783.443	784.523	780.483	783.443	3574	PH10-2-8-
UM	786.653	787.093	786.653	786.943	786.943	787.093	sp	787.093	787.393	786.653	787.093	3574	PH10-2-8-
AND_UM	792.013	792.303	792.013	792.193	792.193	792.303	sp	792.303	793.523	791.733	792.303	3574	PH10-2-8-
UM	815.913	816.163	815.913	816.063	816.063	816.163	sp	816.163	816.753	812.403	816.163	3574	PH10-2-8-
UM	820.903	821.613	820.903	821.233	821.233	821.613	sp	821.613	821.783	820.703	825.753	3574	PH10-2-8-
UM	830.103	830.652	830.103	830.362	830.362	830.652	sp	830.652	830.903	830.103	830.652	3574	PH10-2-8-
UM	835.813	836.193	835.813	835.953	835.953	836.193	L	836.193	836.283	834.343	840.293	3574	PH10-2-8-
UM	840.003	840.293	840.003	840.243	840.243	840.293	sp	840.293	841.443	834.343	840.293	3574	PH10-2-8-
UM	849.643	850.252	849.643	850.033	850.033	850.252	sp	850.252	851.463	849.643	850.252	3574	PH10-2-8-
UH	855.633	855.913	855.633	855.913			sp	855.913	855.983	855.633	858.393	3574	PH10-2-8-
AND_UM	856.323	856.542	856.323	856.442	856.442	856.542	sp	856.542	856.562	855.633	858.393	3574	PH10-2-8-
UH	860.053	860.303	860.053	860.303			AH0	860.303	860.363	859.103	860.742	3574	PH10-2-8-
UH	860.502	860.742	860.502	860.742			sp	860.742	862.413	859.103	860.742	3574	PH10-2-8-
UM	897.903	898.283	897.903	898.083	898.083	898.283	sp	898.283	899.113	897.903	898.283	3574	PH10-2-8-
UH	914.742	915.022	914.742	915.022			sp	915.022	915.363	913.753	915.022	3574	PH10-2-8-
UM	959.783	960.103	959.783	959.943	959.943	960.103	sp	960.103	960.323	958.713	960.103	3574	PH10-2-8-
UM	965.723	966.013	965.723	965.863	965.863	966.013	sp	966.013	966.293	965.553	966.013	3574	PH10-2-8-
UM	966.783	966.983	966.783	966.883	966.883	966.983	sp	966.983	967.033	966.293	967.673	3574	PH10-2-8-
UM	971.043	971.183	971.043	971.083	971.083	971.183	sp	971.183	972.363	970.543	971.183	3574	PH10-2-8-
UM	972.883	973.352	972.883	973.113	973.113	973.352	sp	973.352	973.673	972.883	973.352	3574	PH10-2-8-
UM	980.153	980.403	980.153	980.283	980.283	980.403	sp	980.403	981.363	978.563	980.403	3574	PH10-2-8-
UM	981.363	981.763	981.363	981.533	981.533	981.763	sp	981.763	982.003	981.363	981.763	3574	PH10-2-8-
UM	1017.453	1017.742	1017.453	1017.593	1017.593	1017.742	sp	1017.742	1017.892	1017.223	1020.433	3574	PH10-2-8-
UH	1018.113	1018.263	1018.113	1018.263			B	1018.263	1018.553	1017.223	1020.433	3574	PH10-2-8-
UM	1021.933	1022.303	1021.933	1022.163	1022.163	1022.303	sp	1022.303	1025.663	1021.933	1022.303	3574	PH10-2-8-
UM	1026.833	1027.143	1026.833	1027.003	1027.003	1027.143	sp	1027.143	1027.923	1026.833	1027.143	3574	PH10-2-8-
UM	1038.103	1038.503	1038.103	1038.343	1038.343	1038.503	sp	1038.503	1038.763	1038.103	1038.503	3574	PH10-2-8-
UM	1045.703	1046.253	1045.703	1046.033	1046.033	1046.253	DH	1046.253	1046.403	1045.703	1047.003	3574	PH10-2-8-
UM	1062.722	1062.993	1062.722	1062.883	1062.883	1062.993	sp	1062.993	1063.663	1061.693	1062.993	3574	PH10-2-8-
UM	1091.723	1091.983	1091.723	1091.873	1091.873	1091.983	sp	1091.983	1092.433	1088.943	1091.983	3574	PH10-2-8-
AND_UM	1095.673	1096.023	1095.673	1095.903	1095.903	1096.023	sp	1096.023	1097.033	1095.243	1096.023	3574	PH10-2-8-
UM	1103.773	1104.283	1103.773	1104.163	1104.163	1104.283	sp	1104.283	1104.342	1103.773	1105.203	3574	PH10-2-8-
UM	1107.433	1107.723	1107.433	1107.623	1107.623	1107.723	sp	1107.723	1108.993	1105.443	1107.723	3574	PH10-2-8-
UM	1141.363	1141.643	1141.363	1141.503	1141.503	1141.643	sp	1141.643	1142.423	1140.173	1141.643	3574	PH10-2-8-
UM	1185.623	1185.813	1185.623	1185.743	1185.743	1185.813	sp	1185.813	1186.573	1183.103	1185.813	3574	PH10-2-8-
UM	1186.573	1186.883	1186.573	1186.793	1186.793	1186.883	sp	1186.883	1187.843	1186.573	1186.883	3574	PH10-2-8-
UM	1194.893	1195.083	1194.893	1194.983	1194.983	1195.083	sp	1195.083	1196.063	1194.572	1195.083	3574	PH10-2-8-
UM	1196.063	1196.393	1196.063	1196.293	1196.293	1196.393	sp	1196.393	1198.343	1196.063	1196.393	3574	PH10-2-8-
UM	1235.113	1235.633	1235.113	1235.553	1235.553	1235.633	sp	1235.633	1236.993	1233.323	1235.633	3574	PH10-2-8-
UM	1236.993	1237.243	1236.993	1237.153	1237.153	1237.243	K	1237.243	1237.383	1236.993	1238.252	3574	PH10-2-8-
UM	1315.813	1316.093	1315.813	1316.033	1316.033	1316.093	sp	1316.093	1317.873	1313.983	1316.093	3574	PH10-2-8-
UM	1322.523	1323.162	1322.523	1322.892	1322.892	1323.162	sp	1323.162	1323.272	1322.523	1323.613	3574	PH10-2-8-
UM	1329.773	1330.023	1329.773	1329.843	1329.843	1330.023	sp	1330.023	1330.213	1327.253	1330.903	3574	PH10-2-8-
AND_UM	1332.513	1332.903	1332.513	1332.722	1332.722	1332.903	sp	1332.903	1337.043	1332.243	1332.903	3574	PH10-2-8-
UM	1352.883	1353.363	1352.883	1353.163	1353.163	1353.363	sp	1353.363	1354.293	1352.883	1353.363	3574	PH10-2-8-
UM	1359.902	1360.343	1359.902	1360.193	1360.193	1360.343	sp	1360.343	1361.573	1359.363	1360.343	3574	PH10-2-8-
UM	1375.433	1375.893	1375.433	1375.763	1375.763	1375.893	sp	1375.893	1377.043	1375.433	1375.893	3574	PH10-2-8-
UM	1378.133	1378.473	1378.133	1378.333	1378.333	1378.473	sp	1378.473	1379.163	1377.043	1378.473	3574	PH10-2-8-
UM	1383.122	1383.653	1383.122	1383.362	1383.362	1383.653	OW1	1383.653	1383.813	1379.163	1385.943	3574	PH10-2-8-
AND_UM	1387.613	1388.032	1387.613	1387.863	1387.863	1388.032	sp	1388.032	1389.113	1387.253	1388.032	3574	PH10-2-8-
UM	1389.113	1389.353	1389.113	1389.193	1389.193	1389.353	sp	1389.353	1389.493	1389.113	1389.822	3574	PH10-2-8-
UH	1405.923	1405.953	1405.923	1405.953			sp	1405.953	1406.473	1404.113	1405.953	3574	PH10-2-8-
UM	1423.143	1423.603	1423.143	1423.433	1423.433	1423.603	sp	1423.603	1426.423	1423.143	1423.603	3574	PH10-2-8-
UM	1432.933	1433.193	1432.933	1433.113	1433.113	1433.193	sp	1433.193	1433.843	1429.363	1433.193	3574	PH10-2-8-
UM	1442.593	1442.913	1442.593	1442.772	1442.772	1442.913	sp	1442.913	1445.253	1440.973	1442.913	3574	PH10-2-8-
UM	1448.973	1449.552	1448.973	1449.363	1449.363	1449.552	sp	1449.552	1449.933	1448.713	1449.552	3574	PH10-2-8-
UM	1471.343	1471.853	1471.343	1471.673	1471.673	1471.853	sp	1471.853	1472.153	1471.343	1471.853	3574	PH10-2-8-
UM	1501.323	1501.813	1501.323	1501.593	1501.593	1501.813	sp	1501.813	1502.103	1501.323	1501.813	3574	PH10-2-8-
UM	1506.013	1506.243	1506.013	1506.153	1506.153	1506.243	sp	1506.243	1506.753	1503.163	1506.243	3574	PH10-2-8-
UM	1510.983	1511.523	1510.983	1511.343	1511.343	1511.523	sp	1511.523	1511.923	1510.983	1511.523	3574	PH10-2-8-
UH	1537.787	1537.898	1537.787	1537.898			sp	1537.898	1546.148	1537.787	1537.898	3574	PH10-2-8-
UH	1581.738	1581.878	1581.738	1581.878			P	1581.878	1582.068	1581.738	1585.438	3574	PH10-2-8-
UM	1583.318	1583.548	1583.318	1583.447	1583.447	1583.548	sp	1583.548	1583.728	1581.738	1585.438	3574	PH10-2-8-
UM	1589.487	1589.887	1589.487	1589.698	1589.698	1589.887	sp	1589.887	1591.298	1588.988	1589.887	3574	PH10-2-8-
UH	1591.748	1591.968	1591.748	1591.968			sp	1591.968	1592.808	1591.298	1591.968	3574	PH10-2-8-
UM	1596.597	1596.997	1596.597	1596.807	1596.807	1596.997	sp	1596.997	1599.528	1596.008	1596.997	3574	PH10-2-8-
UM	1617.178	1617.687	1617.178	1617.458	1617.458	1617.687	sp	1617.687	1619.248	1617.178	1617.687	3574	PH10-2-8-
UM	1623.058	1623.428	1623.058	1623.288	1623.288	1623.428	sp	1623.428	1624.048	1623.058	1623.428	3574	PH10-2-8-
UH	1626.258	1626.448	1626.258	1626.448			sp	1626.448	1626.528	1624.048	1629.398	3574	PH10-2-8-
AND_UM	1639.568	1639.907	1639.568	1639.768	1639.768	1639.907	sp	1639.907	1641.508	1639.298	1639.907	3574	PH10-2-8-
UM	1651.193	1651.473	1651.193	1651.363	1651.363	1651.473	sp	1651.473	1652.573	1648.783	1651.473	3574	PH10-2-8-
UM	1675.773	1676.232	1675.773	1676.033	1676.033	1676.232	sp	1676.232	1677.873	1675.773	1676.232	3574	PH10-2-8-
UH	1684.123	1684.233	1684.123	1684.233			B	1684.233	1684.393	1684.123	1685.523	3574	PH10-2-8-
UH	1696.962	1697.073	1696.962	1697.073			AH1	1697.073	1697.113	1696.962	1699.633	3574	PH10-2-8-
UH	1697.073	1697.113	1697.073	1697.113			DH	1697.113	1697.403	1696.962	1699.633	3574	PH10-2-8-
UM	1708.913	1709.203	1708.913	1709.073	1709.073	1709.203	sp	1709.203	1709.343	1708.163	1710.943	3574	PH10-2-8-
UM	1712.023	1712.502	1712.023	1712.303	1712.303	1712.502	sp	1712.502	1713.553	1711.263	1712.502	3574	PH10-2-8-
UM	1719.403	1719.743	1719.403	1719.593	1719.593	1719.743	AH0	1719.743	1719.782	1719.403	1721.143	3574	PH10-2-8-
UM	1722.033	1722.413	1722.033	1722.233	1722.233	1722.413	IH1	1722.413	1722.502	1722.033	1726.393	3574	PH10-2-8-
UM	1737.983	1738.513	1737.983	1738.303	1738.303	1738.513	sp	1738.513	1739.353	1737.983	1738.513	3574	PH10-2-8-
AND_UM	1748.753	1749.173	1748.753	1748.993	1748.993	1749.173	sp	1749.173	1750.743	1748.423	1749.173	3574	PH10-2-8-
UM	1800.603	1800.963	1800.603	1800.773	1800.773	1800.963	sp	1800.963	5105.046	1798.533	1800.963	3574	PH10-2-8-
UM	31.443	32.043	31.443	31.942	31.942	32.043	sp	32.043	32.793	31.443	32.043	1483	PH10-2-9-
UH	46.623	46.972	46.623	46.972			sp	46.972	48.103	46.223	46.972	1483	PH10-2-9-
UM	52.833	53.203	52.833	52.863	52.863	53.203	sp	53.203	53.653	52.833	53.203	1483	PH10-2-9-
UH	112.932	113.033	112.932	113.033			sp	113.033	113.163	112.363	117.033	1483	PH10-2-9-
UH	152.612	153.152	152.612	153.152			sp	153.152	153.473	152.612	153.152	1483	PH10-2-9-
UH	164.733	165.033	164.733	165.033			sp	165.033	165.063	164.733	167.113	1483	PH10-2-9-
UH	170.313	170.532	170.313	170.532			P	170.532	170.723	169.903	171.472	1483	PH10-2-9-
UH	258.073	258.523	258.073	258.523			sp	258.523	260.133	257.342	258.523	1483	PH10-2-9-
UH	310.732	310.923	310.732	310.923			ns	310.923	311.632	305.943	313.572	1483	PH10-2-9-
UH	313.293	313.572	313.293	313.572			sp	313.572	314.433	305.943	313.572	1483	PH10-2-9-
UH	320.883	321.223	320.883	321.223			W	321.223	321.282	320.883	322.923	1483	PH10-2-9-
UM	348.523	348.963	348.523	348.813	348.813	348.963	sp	348.963	349.123	348.112	349.943	1483	PH10-2-9-
UH	395.553	396.193	395.553	396.193			sp	396.193	397.303	394.003	396.193	1483	PH10-2-9-
UH	459.843	460.043	459.843	460.043			sp	460.043	460.203	456.683	461.423	1483	PH10-2-9-
UH	497.072	497.233	497.072	497.233			AY1	497.233	497.343	497.072	497.742	1483	PH10-2-9-
UM	523.163	523.293	523.163	523.193	523.193	523.293	HH	523.293	523.323	523.163	523.443	1483	PH10-2-9-
UM	531.993	532.232	531.993	532.023	532.023	532.232	sp	532.232	532.423	531.593	534.803	1483	PH10-2-9-
UH	553.362	553.632	553.362	553.632			Y	553.632	553.763	552.723	555.493	1483	PH10-2-9-
UH	577.173	577.373	577.173	577.373			Y	577.373	577.513	576.203	580.213	1483	PH10-2-9-
UM	603.663	604.033	603.663	603.852	603.852	604.033	sp	604.033	604.143	602.233	607.463	1483	PH10-2-9-
UH	607.143	607.463	607.143	607.463			sp	607.463	608.213	602.233	607.463	1483	PH10-2-9-
UH	626.803	627.163	626.803	627.163			DH	627.163	627.353	625.683	628.923	1483	PH10-2-9-
UH	639.542	639.633	639.542	639.633			sp	639.633	639.743	639.023	643.543	1483	PH10-2-9-
UH	654.793	654.953	654.793	654.953			Y	654.953	655.063	654.793	656.923	1483	PH10-2-9-
UM	658.393	658.533	658.393	658.453	658.453	658.533	HH	658.533	658.563	658.393	658.723	1483	PH10-2-9-
UH	703.813	704.113	703.813	704.113			sp	704.113	704.843	703.353	704.113	1483	PH10-2-9-
UM	24.378	24.737	24.378	24.568	24.568	24.737	sp	24.737	25.006	24.378	24.737	3229	PH02-2-1-
UM	84.288	84.718	84.288	84.588	84.588	84.718	sp	84.718	88.593	84.288	84.718	3229	PH02-2-1-
UM	115.542	116.043	115.542	115.822	115.822	116.043	sp	116.043	116.406	114.963	116.043	3229	PH02-2-1-
UM	123.482	123.893	123.482	123.683	123.683	123.893	sp	123.893	124.192	122.822	123.893	3229	PH02-2-1-
UM	138.099	138.329	138.099	138.269	138.269	138.329	K	138.329	138.469	138.099	138.989	3229	PH02-2-1-
UM	185.578	185.948	185.578	185.758	185.758	185.948	sp	185.948	187.668	185.578	185.948	3229	PH02-2-1-
