word	start_time	end_time	vowel_start	vowel_end	nasal_start	nasal_end	next_seg	next_seg_start	next_seg_end	chunk_start	chunk_end	nwords	idstring
UH	24.388	24.688	24.388	24.688			S	24.688	24.867	24.388	25.288	6551	PH00-1-1-
UH	34.963	35.243	34.963	35.243			F	35.243	35.353	34.963	37.113	6551	PH00-1-1-
UM	37.903	38.273	37.903	38.123	38.123	38.273	sp	38.273	38.393	37.903	38.803	6551	PH00-1-1-
UH	44.453	44.653	44.453	44.653			DH	44.653	44.682	44.453	45.623	6551	PH00-1-1-
UH	57.648	57.828	57.648	57.828			AY1	57.828	57.878	57.648	58.968	6551	PH00-1-1-
UH	62.298	62.487	62.298	62.487			sp	62.487	62.978	62.068	62.487	6551	PH00-1-1-
UH	73.932	74.233	73.932	74.233			sp	74.233	74.983	73.223	74.233	6551	PH00-1-1-
UH	75.143	75.403	75.143	75.403			sp	75.403	75.683	74.983	75.403	6551	PH00-1-1-
UM	81.558	81.978	81.558	81.808	81.808	81.978	sp	81.978	84.013	81.558	81.978	6551	PH00-1-1-
UH	92.643	92.893	92.643	92.893			sp	92.893	93.443	91.122	92.893	6551	PH00-1-1-
UH	93.653	93.703	93.653	93.703			W	93.703	93.733	93.443	95.253	6551	PH00-1-1-
UM	116.043	116.403	116.043	116.223	116.223	116.403	sp	116.403	117.073	116.043	116.403	6551	PH00-1-1-
UH	129.498	129.728	129.498	129.728			sp	129.728	130.537	128.898	129.728	6551	PH00-1-1-
UH	142.968	143.368	142.968	143.368			sp	143.368	143.488	142.968	145.748	6551	PH00-1-1-
UH	148.873	149.203	148.873	149.203			OW1	149.203	149.233	146.873	150.133	6551	PH00-1-1-
UM	173.253	173.553	173.253	173.453	173.453	173.553	sp	173.553	173.942	173.253	173.553	6551	PH00-1-1-
UM	184.968	185.298	184.968	185.148	185.148	185.298	sp	185.298	185.338	184.968	185.978	6551	PH00-1-1-
UH	200.278	200.588	200.278	200.588			sp	200.588	201.538	200.278	200.588	6551	PH00-1-1-
UH	237.162	237.453	237.162	237.453			N	237.453	237.693	237.162	238.623	6551	PH00-1-1-
UM	243.262	243.603	243.262	243.453	243.453	243.603	sp	243.603	244.903	243.262	243.603	6551	PH00-1-1-
UM	301.258	301.578	301.258	301.398	301.398	301.578	sp	301.578	304.083	301.258	301.578	6551	PH00-1-1-
UM	314.443	314.733	314.443	314.623	314.623	314.733	sp	314.733	315.502	314.443	314.733	6551	PH00-1-1-
UM	319.768	320.128	319.768	319.938	319.938	320.128	sp	320.128	320.428	319.768	320.128	6551	PH00-1-1-
UH	322.478	322.718	322.478	322.718			sp	322.718	323.248	320.428	322.718	6551	PH00-1-1-
UH	335.658	335.918	335.658	335.918			sp	335.918	337.078	335.508	335.918	6551	PH00-1-1-
UM	337.158	337.478	337.158	337.368	337.368	337.478	sp	337.478	338.678	337.078	337.478	6551	PH00-1-1-
UH	357.238	357.548	357.238	357.548			sp	357.548	357.948	357.238	357.548	6551	PH00-1-1-
UM	377.378	377.728	377.378	377.638	377.638	377.728	sp	377.728	378.027	377.378	377.728	6551	PH00-1-1-
UH	381.768	381.928	381.768	381.928			F	381.928	382.088	381.768	383.918	6551	PH00-1-1-
UH	385.728	386.008	385.728	386.008			B	386.008	386.078	385.728	386.508	6551	PH00-1-1-
UH	399.653	400.063	399.653	400.063			sp	400.063	400.262	399.653	400.873	6551	PH00-1-1-
UH	408.467	408.768	408.467	408.768			sp	408.768	409.267	407.988	408.768	6551	PH00-1-1-
UH	443.768	443.988	443.768	443.988			S	443.988	444.108	443.768	444.448	6551	PH00-1-1-
UM	458.263	458.533	458.263	458.383	458.383	458.533	sp	458.533	460.518	458.263	458.533	6551	PH00-1-1-
UH	462.038	462.158	462.038	462.158			W	462.158	462.188	460.518	462.288	6551	PH00-1-1-
UM	481.338	481.778	481.338	481.608	481.608	481.778	sp	481.778	483.118	480.718	481.778	6551	PH00-1-1-
UH	484.458	484.668	484.458	484.668			sp	484.668	485.958	483.118	484.668	6551	PH00-1-1-
UH	516.633	516.983	516.633	516.983			sp	516.983	517.363	516.063	516.983	6551	PH00-1-1-
UM	518.702	519.023	518.702	518.863	518.863	519.023	sp	519.023	520.123	518.702	519.023	6551	PH00-1-1-
UH	521.903	522.083	521.903	522.083			AY1	522.083	522.143	521.593	522.143	6551	PH00-1-1-
UH	526.212	526.423	526.212	526.423			AH0	526.423	526.453	526.212	528.102	6551	PH00-1-1-
UM	551.347	551.608	551.347	551.478	551.478	551.608	sp	551.608	553.022	551.347	551.608	6551	PH00-1-1-
UH	557.373	557.573	557.373	557.573			AY1	557.573	557.603	556.203	557.603	6551	PH00-1-1-
UM	570.349	570.579	570.349	570.439	570.439	570.579	sp	570.579	571.459	570.349	570.579	6551	PH00-1-1-
UM	618.298	618.608	618.298	618.478	618.478	618.608	sp	618.608	618.973	618.298	618.608	6551	PH00-1-1-
UM	650.923	651.253	650.923	651.163	651.163	651.253	sp	651.253	652.148	650.923	651.253	6551	PH00-1-1-
UM	678.303	678.703	678.303	678.513	678.513	678.703	sp	678.703	680.013	678.303	678.703	6551	PH00-1-1-
UH	686.458	686.658	686.458	686.658			sp	686.658	687.198	686.318	686.658	6551	PH00-1-1-
UH	699.793	700.093	699.793	700.093			sp	700.093	700.303	699.793	700.093	6551	PH00-1-1-
UH	717.698	717.868	717.698	717.868			SH	717.868	718.008	717.698	719.168	6551	PH00-1-1-
UH	722.008	722.308	722.008	722.308			sp	722.308	723.098	722.008	722.308	6551	PH00-1-1-
UM	742.222	742.692	742.222	742.533	742.533	742.692	sp	742.692	743.333	741.733	742.692	6551	PH00-1-1-
UH	745.253	745.543	745.253	745.543			S	745.543	745.693	743.333	746.822	6551	PH00-1-1-
UM	752.137	752.548	752.137	752.418	752.418	752.548	sp	752.548	753.558	752.137	752.548	6551	PH00-1-1-
UH	773.483	773.653	773.483	773.653			sp	773.653	773.903	773.483	773.653	6551	PH00-1-1-
UH	780.312	780.523	780.312	780.523			sp	780.523	780.853	779.743	780.523	6551	PH00-1-1-
UH	811.693	811.993	811.693	811.993			sp	811.993	812.413	811.693	811.993	6551	PH00-1-1-
UM	876.153	876.553	876.153	876.293	876.293	876.553	sp	876.553	876.752	876.153	877.763	6551	PH00-1-1-
UH	881.868	882.108	881.868	882.108			ER0	882.108	882.198	881.868	882.668	6551	PH00-1-1-
UM	892.608	892.948	892.608	892.788	892.788	892.948	sp	892.948	893.828	892.608	892.948	6551	PH00-1-1-
UH	903.448	903.667	903.448	903.667			sp	903.667	904.077	902.698	903.667	6551	PH00-1-1-
UH	936.203	936.362	936.203	936.362			sp	936.362	936.963	935.663	936.362	6551	PH00-1-1-
UH	982.533	982.613	982.533	982.613			Y	982.613	982.733	982.533	983.443	6551	PH00-1-1-
UH	988.843	989.103	988.843	989.103			sp	989.103	989.412	988.843	989.103	6551	PH00-1-1-
UH	1017.675	1017.836	1017.675	1017.836			sp	1017.836	1018.146	1016.816	1017.836	6551	PH00-1-1-
UM	1026.788	1027.088	1026.788	1026.918	1026.918	1027.088	sp	1027.088	1027.348	1026.788	1027.088	6551	PH00-1-1-
UH	1030.084	1030.284	1030.084	1030.284			sp	1030.284	1031.064	1030.084	1030.284	6551	PH00-1-1-
UM	1041.013	1041.303	1041.013	1041.143	1041.143	1041.303	sp	1041.303	1042.923	1041.013	1041.303	6551	PH00-1-1-
UH	1046.833	1047.083	1046.833	1047.083			sp	1047.083	1047.583	1046.833	1047.083	6551	PH00-1-1-
UH	1055.723	1055.923	1055.723	1055.923			sp	1055.923	1055.953	1055.473	1056.403	6551	PH00-1-1-
UM	1059.249	1059.549	1059.249	1059.429	1059.429	1059.549	sp	1059.549	1060.416	1059.249	1059.549	6551	PH00-1-1-
UH	1076.693	1077.093	1076.693	1077.093			sp	1077.093	1077.693	1076.693	1077.093	6551	PH00-1-1-
UM	1080.132	1080.343	1080.132	1080.263	1080.263	1080.343	AY1	1080.343	1080.373	1080.132	1082.343	6551	PH00-1-1-
UH	1085.433	1085.703	1085.433	1085.703			sp	1085.703	1085.922	1085.433	1085.703	6551	PH00-1-1-
UM	1093.532	1093.863	1093.532	1093.693	1093.693	1093.863	sp	1093.863	1093.943	1093.532	1097.253	6551	PH00-1-1-
UM	1099.318	1099.548	1099.318	1099.468	1099.468	1099.548	sp	1099.548	1100.683	1099.318	1099.548	6551	PH00-1-1-
UH	1101.532	1101.763	1101.532	1101.763			S	1101.763	1101.913	1100.683	1102.562	6551	PH00-1-1-
UH	1104.838	1104.978	1104.838	1104.978			P	1104.978	1105.038	1104.628	1105.828	6551	PH00-1-1-
UH	1110.428	1110.778	1110.428	1110.778			sp	1110.778	1111.733	1110.428	1110.778	6551	PH00-1-1-
UM	1121.708	1121.918	1121.708	1121.878	1121.878	1121.918	B	1121.918	1121.948	1121.708	1122.448	6551	PH00-1-1-
UH	1122.197	1122.448	1122.197	1122.448			sp	1122.448	1122.938	1121.708	1122.448	6551	PH00-1-1-
UH	1123.708	1123.898	1123.708	1123.898			sp	1123.898	1124.078	1123.708	1124.548	6551	PH00-1-1-
UM	1139.663	1140.142	1139.663	1139.973	1139.973	1140.142	sp	1140.142	1140.673	1139.663	1140.142	6551	PH00-1-1-
UM	1142.858	1143.188	1142.858	1143.068	1143.068	1143.188	sp	1143.188	1144.293	1142.858	1143.188	6551	PH00-1-1-
UH	1191.513	1191.763	1191.513	1191.763			sp	1191.763	1192.088	1189.473	1191.763	6551	PH00-1-1-
UM	1222.013	1222.343	1222.013	1222.183	1222.183	1222.343	sp	1222.343	1222.373	1222.013	1222.742	6551	PH00-1-1-
UM	1251.158	1251.558	1251.158	1251.398	1251.398	1251.558	sp	1251.558	1253.083	1251.158	1251.558	6551	PH00-1-1-
UH	1254.073	1254.193	1254.073	1254.193			AH0	1254.193	1254.232	1253.083	1256.898	6551	PH00-1-1-
UH	1259.063	1259.433	1259.063	1259.433			sp	1259.433	1259.783	1259.063	1259.433	6551	PH00-1-1-
UH	1261.088	1261.308	1261.088	1261.308			DH	1261.308	1261.388	1261.088	1262.548	6551	PH00-1-1-
UH	1267.828	1268.177	1267.828	1268.177			sp	1268.177	1269.338	1267.608	1268.177	6551	PH00-1-1-
UM	1270.488	1270.748	1270.488	1270.718	1270.718	1270.748	sp	1270.748	1271.218	1269.338	1270.748	6551	PH00-1-1-
UH	1280.502	1280.653	1280.502	1280.653			sp	1280.653	1281.923	1279.603	1280.653	6551	PH00-1-1-
UM	1287.183	1287.453	1287.183	1287.313	1287.313	1287.453	W	1287.453	1287.503	1287.183	1288.002	6551	PH00-1-1-
UH	1294.888	1295.138	1294.888	1295.138			AY1	1295.138	1295.227	1294.888	1295.227	6551	PH00-1-1-
UH	1296.428	1296.657	1296.428	1296.657			sp	1296.657	1297.918	1295.488	1296.657	6551	PH00-1-1-
UH	1302.238	1302.618	1302.238	1302.618			sp	1302.618	1302.677	1302.238	1303.597	6551	PH00-1-1-
UH	1311.458	1311.648	1311.458	1311.648			sp	1311.648	1314.474	1311.228	1311.648	6551	PH00-1-1-
UM	1337.908	1338.258	1337.908	1338.098	1338.098	1338.258	sp	1338.258	1339.168	1337.908	1338.258	6551	PH00-1-1-
UH	1342.586	1342.716	1342.586	1342.716			IY1	1342.716	1342.836	1342.586	1343.525	6551	PH00-1-1-
UH	1380.458	1380.628	1380.458	1380.628			R	1380.628	1380.718	1379.868	1382.608	6551	PH00-1-1-
UH	1387.258	1387.448	1387.258	1387.448			sp	1387.448	1387.777	1387.078	1387.448	6551	PH00-1-1-
UM	1501.813	1502.193	1501.813	1502.033	1502.033	1502.193	sp	1502.193	1504.978	1501.813	1502.193	6551	PH00-1-1-
UM	1514.234	1514.564	1514.234	1514.394	1514.394	1514.564	sp	1514.564	1514.644	1514.234	1515.063	6551	PH00-1-1-
UH	1548.898	1549.088	1548.898	1549.088			AH0	1549.088	1549.148	1548.898	1550.468	6551	PH00-1-1-
UH	1582.888	1583.158	1582.888	1583.158			sp	1583.158	1583.888	1582.888	1583.158	6551	PH00-1-1-
UM	1598.813	1599.113	1598.813	1598.973	1598.973	1599.113	S	1599.113	1599.243	1598.813	1599.393	6551	PH00-1-1-
UH	1630.793	1630.943	1630.793	1630.943			sp	1630.943	1631.743	1630.483	1630.943	6551	PH00-1-1-
UH	1641.203	1641.462	1641.203	1641.462			sp	1641.462	1642.473	1640.743	1641.462	6551	PH00-1-1-
UM	1696.618	1696.788	1696.618	1696.688	1696.688	1696.788	AH0	1696.788	1696.818	1696.618	1700.238	6551	PH00-1-1-
AND_UH	1703.893	1703.933	1703.893	1703.933			AY1	1703.933	1703.963	1703.773	1705.442	6551	PH00-1-1-
UM	1740.012	1740.303	1740.012	1740.203	1740.203	1740.303	sp	1740.303	1740.343	1740.012	1742.153	6551	PH00-1-1-
UM	1754.273	1754.583	1754.273	1754.423	1754.423	1754.583	sp	1754.583	1756.563	1754.273	1754.583	6551	PH00-1-1-
UM	1771.202	1771.553	1771.202	1771.413	1771.413	1771.553	sp	1771.553	1772.443	1771.202	1771.553	6551	PH00-1-1-
UH	1899.848	1900.088	1899.848	1900.088			sp	1900.088	1900.873	1899.848	1900.088	6551	PH00-1-1-
UH	1901.623	1901.663	1901.623	1901.663			R	1901.663	1901.743	1900.873	1903.183	6551	PH00-1-1-
UH	1901.883	1902.083	1901.883	1902.083			AW1	1902.083	1902.113	1900.873	1903.183	6551	PH00-1-1-
UH	1955.713	1955.913	1955.713	1955.913			DH	1955.913	1955.963	1955.713	1957.523	6551	PH00-1-1-
UM	1956.503	1956.793	1956.503	1956.652	1956.652	1956.793	sp	1956.793	1956.852	1955.713	1957.523	6551	PH00-1-1-
UH	1959.583	1959.623	1959.583	1959.623			HH	1959.623	1959.673	1959.583	1959.753	6551	PH00-1-1-
UH	2003.303	2003.593	2003.303	2003.593			sp	2003.593	2005.098	2003.303	2003.593	6551	PH00-1-1-
UM	2012.498	2012.808	2012.498	2012.678	2012.678	2012.808	sp	2012.808	2013.747	2012.498	2012.808	6551	PH00-1-1-
UM	2025.503	2025.853	2025.503	2025.653	2025.653	2025.853	sp	2025.853	2026.952	2025.503	2025.853	6551	PH00-1-1-
UH	2035.958	2036.108	2035.958	2036.108			sp	2036.108	2038.378	2035.958	2036.108	6551	PH00-1-1-
UM	2041.468	2041.808	2041.468	2041.638	2041.638	2041.808	sp	2041.808	2043.728	2041.468	2041.808	6551	PH00-1-1-
UM	2084.983	2085.283	2084.983	2085.133	2085.133	2085.283	sp	2085.283	2087.933	2084.983	2085.283	6551	PH00-1-1-
UM	2095.153	2095.483	2095.153	2095.353	2095.353	2095.483	sp	2095.483	2095.652	2095.153	2099.243	6551	PH00-1-1-
UM	2104.663	2104.973	2104.663	2104.833	2104.833	2104.973	sp	2104.973	2106.489	2104.663	2104.973	6551	PH00-1-1-
UH	2117.313	2117.373	2117.313	2117.373			HH	2117.373	2117.443	2117.313	2117.503	6551	PH00-1-1-
UM	2150.967	2151.278	2150.967	2151.148	2151.148	2151.278	sp	2151.278	2152.198	2150.358	2151.278	6551	PH00-1-1-
UM	2163.538	2163.918	2163.538	2163.738	2163.738	2163.918	sp	2163.918	2164.397	2163.538	2163.918	6551	PH00-1-1-
UH	2207.308	2207.627	2207.308	2207.627			N	2207.627	2207.688	2206.698	2208.438	6551	PH00-1-1-
UM	2208.848	2209.178	2208.848	2209.048	2209.048	2209.178	HH	2209.178	2209.278	2208.848	2211.028	6551	PH00-1-1-
UM	2214.518	2214.798	2214.518	2214.658	2214.658	2214.798	sp	2214.798	2214.908	2214.518	2217.158	6551	PH00-1-1-
UM	2218.158	2218.478	2218.158	2218.318	2218.318	2218.478	sp	2218.478	2219.798	2218.158	2218.478	6551	PH00-1-1-
UH	2221.698	2221.858	2221.698	2221.858			JH	2221.858	2221.938	2219.798	2222.638	6551	PH00-1-1-
UH	2244.977	2245.127	2244.977	2245.127			sp	2245.127	2245.278	2244.268	2249.538	6551	PH00-1-1-
UH	2337.318	2337.478	2337.318	2337.478			sp	2337.478	2337.788	2336.728	2337.478	6551	PH00-1-1-
UH	2391.743	2392.053	2391.743	2392.053			sp	2392.053	2392.193	2391.743	2392.452	6551	PH00-1-1-
UH	2396.293	2396.583	2396.293	2396.583			sp	2396.583	2396.623	2396.293	2396.853	6551	PH00-1-1-
UM	2528.013	2528.372	2528.013	2528.213	2528.213	2528.372	sp	2528.372	2529.683	2528.013	2528.372	6551	PH00-1-1-
UM	2560.963	2561.313	2560.963	2561.173	2561.173	2561.313	sp	2561.313	2563.403	2560.963	2561.313	6551	PH00-1-1-
UM	2572.958	2573.268	2572.958	2573.098	2573.098	2573.268	sp	2573.268	2573.367	2572.958	2575.488	6551	PH00-1-1-
UM	2631.793	2632.103	2631.793	2631.963	2631.963	2632.103	sp	2632.103	2632.843	2631.793	2632.103	6551	PH00-1-1-
UH	2682.308	2682.448	2682.308	2682.448			sp	2682.448	2683.528	2682.057	2682.448	6551	PH00-1-1-
AND_UH	2710.023	2710.182	2710.023	2710.182			sp	2710.182	2710.522	2709.793	2710.182	6551	PH00-1-1-
UH	2748.223	2748.333	2748.223	2748.333			TH	2748.333	2748.443	2748.223	2752.093	6551	PH00-1-1-
UH	2769.923	2770.173	2769.923	2770.173			sp	2770.173	2771.203	2768.483	2770.173	6551	PH00-1-1-
UH	2773.713	2773.932	2773.713	2773.932			sp	2773.932	2776.183	2773.433	2773.932	6551	PH00-1-1-
UH	2807.753	2807.923	2807.753	2807.923			sp	2807.923	2808.063	2807.533	2810.733	6551	PH00-1-1-
UH	41.638	41.788	41.638	41.788			T	41.788	41.957	41.277	43.088	6238	PH00-1-2-
UM	67.738	68.158	67.738	67.998	67.998	68.158	sp	68.158	68.334	63.528	70.184	6238	PH00-1-2-
AND_UH	91.728	91.907	91.728	91.907			sp	91.907	92.027	91.228	92.758	6238	PH00-1-2-
UM	240.148	240.398	240.148	240.368	240.368	240.398	M	240.398	240.508	240.148	240.877	6238	PH00-1-2-
UH	369.769	369.859	369.769	369.859			sp	369.859	369.978	369.769	370.308	6238	PH00-1-2-
UM	408.779	409.229	408.779	409.099	409.099	409.229	sp	409.229	409.279	408.779	414.227	6238	PH00-1-2-
UM	709.693	710.053	709.693	709.923	709.923	710.053	sp	710.053	710.123	709.693	710.933	6238	PH00-1-2-
UH	780.753	780.993	780.753	780.993			sp	780.993	781.472	780.343	780.993	6238	PH00-1-2-
UM	828.958	829.418	828.958	829.248	829.248	829.418	sp	829.418	831.318	827.747	829.418	6238	PH00-1-2-
UM	876.082	876.623	876.082	876.402	876.402	876.623	sp	876.623	878.263	876.082	876.623	6238	PH00-1-2-
UM	1234.323	1234.843	1234.323	1234.563	1234.563	1234.843	sp	1234.843	1236.533	1234.323	1234.843	6238	PH00-1-2-
UM	1353.183	1353.583	1353.183	1353.372	1353.372	1353.583	sp	1353.583	1353.632	1351.983	1355.623	6238	PH00-1-2-
UH	1430.378	1430.648	1430.378	1430.648			sp	1430.648	1430.768	1429.538	1432.428	6238	PH00-1-2-
AND_UH	1437.408	1437.728	1437.408	1437.728			sp	1437.728	1437.808	1437.188	1442.338	6238	PH00-1-2-
UH	1439.538	1439.568	1439.538	1439.568			IY1	1439.568	1439.648	1437.188	1442.338	6238	PH00-1-2-
UM	1504.323	1504.723	1504.323	1504.693	1504.693	1504.723	sp	1504.723	1505.743	1504.323	1504.723	6238	PH00-1-2-
UH	1512.923	1513.333	1512.923	1513.333			HH	1513.333	1513.593	1512.923	1519.463	6238	PH00-1-2-
UM	1646.968	1647.278	1646.968	1647.178	1647.178	1647.278	sp	1647.278	1647.433	1646.968	1648.967	6238	PH00-1-2-
UH	1648.778	1648.967	1648.778	1648.967			sp	1648.967	1649.298	1646.968	1648.967	6238	PH00-1-2-
UH	1650.038	1650.288	1650.038	1650.288			sp	1650.288	1650.873	1650.038	1650.288	6238	PH00-1-2-
UM	1794.218	1794.658	1794.218	1794.538	1794.538	1794.658	S	1794.658	1794.818	1794.218	1799.633	6238	PH00-1-2-
UH	1922.213	1922.353	1922.213	1922.353			sp	1922.353	1922.383	1922.213	1924.933	6238	PH00-1-2-
UM	1993.749	1994.359	1993.749	1994.169	1994.169	1994.359	sp	1994.359	1994.698	1993.749	1994.359	6238	PH00-1-2-
UH	2014.113	2014.473	2014.113	2014.473			P	2014.473	2014.613	2014.113	2017.553	6238	PH00-1-2-
UM	2082.408	2082.868	2082.408	2082.687	2082.687	2082.868	sp	2082.868	2085.743	2080.798	2082.868	6238	PH00-1-2-
UM	2094.053	2094.613	2094.053	2094.433	2094.433	2094.613	sp	2094.613	2095.773	2094.053	2094.613	6238	PH00-1-2-
UM	2115.468	2115.978	2115.468	2115.828	2115.828	2115.978	sp	2115.978	2116.461	2115.468	2115.978	6238	PH00-1-2-
UM	2219.048	2219.828	2219.048	2219.557	2219.557	2219.828	sp	2219.828	2220.958	2219.048	2219.828	6238	PH00-1-2-
UM	2234.548	2234.858	2234.548	2234.788	2234.788	2234.858	sp	2234.858	2235.683	2234.548	2234.858	6238	PH00-1-2-
UH	2250.403	2250.463	2250.403	2250.463			sp	2250.463	2252.788	2250.193	2250.463	6238	PH00-1-2-
UM	2382.113	2382.393	2382.113	2382.243	2382.243	2382.393	sp	2382.393	2383.343	2382.113	2382.393	6238	PH00-1-2-
UH	2393.062	2393.262	2393.062	2393.262			sp	2393.262	2393.993	2392.623	2393.262	6238	PH00-1-2-
UH	2542.649	2542.739	2542.649	2542.739			sp	2542.739	2543.578	2542.649	2542.739	6238	PH00-1-2-
UH	2563.132	2563.403	2563.132	2563.403			sp	2563.403	2563.968	2562.193	2563.403	6238	PH00-1-2-
UH	2706.003	2706.133	2706.003	2706.133			sp	2706.133	2706.173	2704.863	2707.203	6238	PH00-1-2-
UM	2804.763	2804.863	2804.763	2804.793	2804.793	2804.863	sp	2804.863	2806.838	2804.763	2804.863	6238	PH00-1-2-
UM	64.733	64.953	64.733	64.803	64.803	64.953	sp	64.953	65.623	64.173	64.953	11781	PH00-1-3-
UM	122.262	122.422	122.262	122.293	122.293	122.422	sp	122.422	123.312	121.893	122.422	11781	PH00-1-3-
UM	257.753	258.023	257.753	257.873	257.873	258.023	sp	258.023	258.223	257.653	258.023	11781	PH00-1-3-
UM	281.693	281.953	281.693	281.872	281.872	281.953	sp	281.953	283.533	281.143	281.953	11781	PH00-1-3-
AND_UM	351.313	351.523	351.313	351.413	351.413	351.523	sp	351.523	351.653	351.163	354.593	11781	PH00-1-3-
UM	454.643	454.752	454.643	454.673	454.673	454.752	sp	454.752	455.343	453.623	454.752	11781	PH00-1-3-
UM	494.143	494.382	494.143	494.253	494.253	494.382	sp	494.382	494.603	493.903	494.382	11781	PH00-1-3-
UM	507.003	507.163	507.003	507.083	507.083	507.163	sp	507.163	507.392	505.633	507.163	11781	PH00-1-3-
UM	524.743	524.973	524.743	524.852	524.852	524.973	sp	524.973	526.233	523.363	524.973	11781	PH00-1-3-
UM	564.333	564.472	564.333	564.363	564.363	564.472	sp	564.472	564.653	564.103	565.583	11781	PH00-1-3-
AND_UM	625.263	625.423	625.263	625.393	625.393	625.423	sp	625.423	627.123	625.093	625.423	11781	PH00-1-3-
UM	639.823	640.082	639.823	639.962	639.962	640.082	sp	640.082	640.453	639.533	640.082	11781	PH00-1-3-
UM	655.003	655.253	655.003	655.123	655.123	655.253	sp	655.253	656.043	654.773	655.253	11781	PH00-1-3-
AND_UM	703.483	703.662	703.483	703.623	703.623	703.662	sp	703.662	704.433	703.353	703.662	11781	PH00-1-3-
UM	715.573	715.672	715.573	715.642	715.642	715.672	sp	715.672	717.263	714.532	715.672	11781	PH00-1-3-
AND_UM	730.213	730.453	730.213	730.313	730.313	730.453	sp	730.453	731.223	730.043	730.453	11781	PH00-1-3-
AND_UM	759.903	760.183	759.903	760.013	760.013	760.183	sp	760.183	760.443	759.732	760.183	11781	PH00-1-3-
UM	781.223	781.442	781.223	781.322	781.322	781.442	sp	781.442	781.592	780.853	782.402	11781	PH00-1-3-
UM	809.528	809.708	809.528	809.648	809.648	809.708	F	809.708	809.808	809.388	811.948	11781	PH00-1-3-
UM	832.473	832.843	832.473	832.763	832.763	832.843	br	832.843	833.052	832.343	832.843	11781	PH00-1-3-
AND_UM	845.743	845.963	845.743	845.863	845.863	845.963	HH	845.963	846.062	845.563	852.573	11781	PH00-1-3-
UM	859.783	860.063	859.783	859.943	859.943	860.063	sp	860.063	860.893	859.663	860.063	11781	PH00-1-3-
AND_UM	896.763	897.032	896.763	896.933	896.933	897.032	sp	897.032	897.743	896.583	897.032	11781	PH00-1-3-
UM	965.093	965.413	965.093	965.253	965.253	965.413	sp	965.413	965.573	965.093	966.243	11781	PH00-1-3-
UM	968.763	968.962	968.763	968.933	968.933	968.962	sp	968.962	969.613	968.483	968.962	11781	PH00-1-3-
UM	1004.333	1004.433	1004.333	1004.403	1004.403	1004.433	AY1	1004.433	1004.463	1003.113	1004.553	11781	PH00-1-3-
AND_UM	1009.703	1010.032	1009.703	1009.863	1009.863	1010.032	sp	1010.032	1010.433	1009.503	1010.032	11781	PH00-1-3-
UM	1032.283	1032.523	1032.283	1032.393	1032.393	1032.523	sp	1032.523	1033.293	1031.843	1032.523	11781	PH00-1-3-
UM	1090.583	1090.873	1090.583	1090.742	1090.742	1090.873	sp	1090.873	1091.293	1090.202	1090.873	11781	PH00-1-3-
UM	1096.853	1097.103	1096.853	1096.973	1096.973	1097.103	sp	1097.103	1097.833	1096.693	1097.103	11781	PH00-1-3-
UM	1177.723	1177.823	1177.723	1177.753	1177.753	1177.823	br	1177.823	1178.153	1177.393	1177.823	11781	PH00-1-3-
UM	1182.143	1182.373	1182.143	1182.272	1182.272	1182.373	sp	1182.373	1182.922	1181.703	1182.373	11781	PH00-1-3-
AND_UM	1195.663	1195.933	1195.663	1195.813	1195.813	1195.933	sp	1195.933	1196.653	1195.483	1195.933	11781	PH00-1-3-
UH	1222.312	1222.432	1222.312	1222.432			sp	1222.432	1222.723	1221.733	1222.432	11781	PH00-1-3-
UH	1222.723	1222.913	1222.723	1222.913			W	1222.913	1222.963	1222.723	1223.303	11781	PH00-1-3-
AND_UM	1295.553	1295.823	1295.553	1295.663	1295.663	1295.823	sp	1295.823	1296.052	1295.423	1295.823	11781	PH00-1-3-
UM	1379.263	1379.472	1379.263	1379.342	1379.342	1379.472	sp	1379.472	1380.443	1378.763	1379.472	11781	PH00-1-3-
UM	1420.693	1421.063	1420.693	1420.873	1420.873	1421.063	sp	1421.063	1421.403	1420.693	1421.063	11781	PH00-1-3-
UM	1434.633	1434.873	1434.633	1434.793	1434.793	1434.873	sp	1434.873	1436.063	1433.182	1434.873	11781	PH00-1-3-
AND_UM	1441.953	1442.213	1441.953	1442.103	1442.103	1442.213	sp	1442.213	1442.313	1441.753	1446.863	11781	PH00-1-3-
UM	1447.643	1447.933	1447.643	1447.783	1447.783	1447.933	JH	1447.933	1448.012	1447.483	1448.802	11781	PH00-1-3-
AND_UM	1721.833	1722.103	1721.833	1721.953	1721.953	1722.103	sp	1722.103	1722.883	1721.583	1722.103	11781	PH00-1-3-
AND_UM	1743.553	1743.853	1743.553	1743.683	1743.683	1743.853	sp	1743.853	1744.513	1743.373	1743.853	11781	PH00-1-3-
UH	1780.273	1780.412	1780.273	1780.412			sp	1780.412	1780.443	1779.273	1783.413	11781	PH00-1-3-
UH	1780.443	1780.873	1780.443	1780.873			AA1	1780.873	1780.912	1779.273	1783.413	11781	PH00-1-3-
AND_UM	1792.233	1792.502	1792.233	1792.363	1792.363	1792.502	sp	1792.502	1792.573	1792.053	1792.502	11781	PH00-1-3-
UH	1797.863	1798.023	1797.863	1798.023			AH0	1798.023	1798.083	1797.703	1798.873	11781	PH00-1-3-
