"idstring"	"word"	"start_time"	"end_time"	"vowel_start"	"vowel_end"	"nasal_start"	"nasal_end"	"chunk_start"	"chunk_end"	"nwords"	"sex"	"year"	"age"	"ethnicity"	"schooling"	"transcribed"	"total"	"nvowels"
"PH00-1-1-"	"UH"	24.388	24.388	24.388	24.688	NA	NA	24.388	25.288	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	34.963	34.963	34.963	35.243	NA	NA	34.963	37.113	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	37.903	37.903	37.903	38.123	38.123	38.273	37.903	38.803	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	44.453	44.453	44.453	44.653	NA	NA	44.453	45.623	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	57.648	57.648	57.648	57.828	NA	NA	57.648	58.968	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	62.298	62.068	62.298	62.487	NA	NA	62.068	62.487	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	73.932	73.223	73.932	74.233	NA	NA	73.223	74.233	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	75.143	74.983	75.143	75.403	NA	NA	74.983	75.403	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	81.558	81.558	81.558	81.808	81.808	81.978	81.558	81.978	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	92.643	91.122	92.643	92.893	NA	NA	91.122	92.893	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	93.653	93.443	93.653	93.703	NA	NA	93.443	95.253	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	116.043	116.043	116.043	116.223	116.223	116.403	116.043	116.403	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	129.498	128.898	129.498	129.728	NA	NA	128.898	129.728	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	142.968	142.968	142.968	143.368	NA	NA	142.968	145.748	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	148.873	146.873	148.873	149.203	NA	NA	146.873	150.133	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	173.253	173.253	173.253	173.453	173.453	173.553	173.253	173.553	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	184.968	184.968	184.968	185.148	185.148	185.298	184.968	185.978	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	200.278	200.278	200.278	200.588	NA	NA	200.278	200.588	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	237.162	237.162	237.162	237.453	NA	NA	237.162	238.623	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	243.262	243.262	243.262	243.453	243.453	243.603	243.262	243.603	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	301.258	301.258	301.258	301.398	301.398	301.578	301.258	301.578	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	314.443	314.443	314.443	314.623	314.623	314.733	314.443	314.733	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	319.768	319.768	319.768	319.938	319.938	320.128	319.768	320.128	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	322.478	321.488	322.478	322.718	NA	NA	320.428	322.718	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	335.658	335.508	335.658	335.918	NA	NA	335.508	335.918	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	337.158	337.078	337.158	337.368	337.368	337.478	337.078	337.478	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	357.238	357.238	357.238	357.548	NA	NA	357.238	357.548	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	377.378	377.378	377.378	377.638	377.638	377.728	377.378	377.728	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	381.768	381.768	381.768	381.928	NA	NA	381.768	383.918	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	385.728	385.728	385.728	386.008	NA	NA	385.728	386.508	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	399.653	399.653	399.653	400.063	NA	NA	399.653	400.873	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	408.467	407.988	408.467	408.768	NA	NA	407.988	408.768	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	443.768	443.768	443.768	443.988	NA	NA	443.768	444.448	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	458.263	458.263	458.263	458.383	458.383	458.533	458.263	458.533	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	462.038	460.868	462.038	462.158	NA	NA	460.518	462.288	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	481.338	481.338	481.338	481.608	481.608	481.778	480.718	481.778	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	484.458	483.118	484.458	484.668	NA	NA	483.118	484.668	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	516.633	516.063	516.633	516.983	NA	NA	516.063	516.983	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	518.702	518.702	518.702	518.863	518.863	519.023	518.702	519.023	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	521.903	521.593	521.903	522.083	NA	NA	521.593	522.143	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	526.212	526.212	526.212	526.423	NA	NA	526.212	528.102	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	551.347	551.347	551.347	551.478	551.478	551.608	551.347	551.608	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	557.373	557.143	557.373	557.573	NA	NA	556.203	557.603	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	570.349	570.349	570.349	570.439	570.439	570.579	570.349	570.579	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	618.298	618.298	618.298	618.478	618.478	618.608	618.298	618.608	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	650.923	650.923	650.923	651.163	651.163	651.253	650.923	651.253	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	678.303	678.303	678.303	678.513	678.513	678.703	678.303	678.703	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	686.458	686.318	686.458	686.658	NA	NA	686.318	686.658	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	699.793	699.793	699.793	700.093	NA	NA	699.793	700.093	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	717.698	717.698	717.698	717.868	NA	NA	717.698	719.168	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	722.008	722.008	722.008	722.308	NA	NA	722.008	722.308	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	742.222	742.222	742.222	742.533	742.533	742.692	741.733	742.692	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	745.253	745.013	745.253	745.543	NA	NA	743.333	746.822	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	752.137	752.137	752.137	752.418	752.418	752.548	752.137	752.548	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	773.483	773.483	773.483	773.653	NA	NA	773.483	773.653	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	780.312	779.743	780.312	780.523	NA	NA	779.743	780.523	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	811.693	811.693	811.693	811.993	NA	NA	811.693	811.993	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	876.153	876.153	876.153	876.293	876.293	876.553	876.153	877.763	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	881.868	881.868	881.868	882.108	NA	NA	881.868	882.668	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	892.608	892.608	892.608	892.788	892.788	892.948	892.608	892.948	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	903.448	903.198	903.448	903.667	NA	NA	902.698	903.667	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	936.203	935.663	936.203	936.362	NA	NA	935.663	936.362	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	982.533	982.533	982.533	982.613	NA	NA	982.533	983.443	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	988.843	988.843	988.843	989.103	NA	NA	988.843	989.103	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1017.675	1017.156	1017.675	1017.836	NA	NA	1016.816	1017.836	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1026.788	1026.788	1026.788	1026.918	1026.918	1027.088	1026.788	1027.088	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1030.084	1030.084	1030.084	1030.284	NA	NA	1030.084	1030.284	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1041.013	1041.013	1041.013	1041.143	1041.143	1041.303	1041.013	1041.303	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1046.833	1046.833	1046.833	1047.083	NA	NA	1046.833	1047.083	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1055.723	1055.473	1055.723	1055.923	NA	NA	1055.473	1056.403	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1059.249	1059.249	1059.249	1059.429	1059.429	1059.549	1059.249	1059.549	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1076.693	1076.693	1076.693	1077.093	NA	NA	1076.693	1077.093	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1080.132	1080.132	1080.132	1080.263	1080.263	1080.343	1080.132	1082.343	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1085.433	1085.433	1085.433	1085.703	NA	NA	1085.433	1085.703	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1093.532	1093.532	1093.532	1093.693	1093.693	1093.863	1093.532	1097.253	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1099.318	1099.318	1099.318	1099.468	1099.468	1099.548	1099.318	1099.548	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1101.532	1100.683	1101.532	1101.763	NA	NA	1100.683	1102.562	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1104.838	1104.628	1104.838	1104.978	NA	NA	1104.628	1105.828	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1110.428	1110.428	1110.428	1110.778	NA	NA	1110.428	1110.778	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1121.708	1121.708	1121.708	1121.878	1121.878	1121.918	1121.708	1122.448	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1122.197	1121.708	1122.197	1122.448	NA	NA	1121.708	1122.448	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1123.708	1123.708	1123.708	1123.898	NA	NA	1123.708	1124.548	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1139.663	1139.663	1139.663	1139.973	1139.973	1140.142	1139.663	1140.142	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1142.858	1142.858	1142.858	1143.068	1143.068	1143.188	1142.858	1143.188	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1191.513	1189.473	1191.513	1191.763	NA	NA	1189.473	1191.763	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1222.013	1222.013	1222.013	1222.183	1222.183	1222.343	1222.013	1222.742	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1251.158	1251.158	1251.158	1251.398	1251.398	1251.558	1251.158	1251.558	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1254.073	1253.853	1254.073	1254.193	NA	NA	1253.083	1256.898	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1259.063	1259.063	1259.063	1259.433	NA	NA	1259.063	1259.433	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1261.088	1261.088	1261.088	1261.308	NA	NA	1261.088	1262.548	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1267.828	1267.608	1267.828	1268.177	NA	NA	1267.608	1268.177	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1270.488	1270.488	1270.488	1270.718	1270.718	1270.748	1269.338	1270.748	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1280.502	1279.603	1280.502	1280.653	NA	NA	1279.603	1280.653	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1287.183	1287.183	1287.183	1287.313	1287.313	1287.453	1287.183	1288.002	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1294.888	1294.888	1294.888	1295.138	NA	NA	1294.888	1295.227	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1296.428	1295.488	1296.428	1296.657	NA	NA	1295.488	1296.657	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1302.238	1302.238	1302.238	1302.618	NA	NA	1302.238	1303.597	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1311.458	1311.228	1311.458	1311.648	NA	NA	1311.228	1311.648	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1337.908	1337.908	1337.908	1338.098	1338.098	1338.258	1337.908	1338.258	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1342.586	1342.586	1342.586	1342.716	NA	NA	1342.586	1343.525	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1380.458	1379.868	1380.458	1380.628	NA	NA	1379.868	1382.608	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1387.258	1387.078	1387.258	1387.448	NA	NA	1387.078	1387.448	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1501.813	1501.813	1501.813	1502.033	1502.033	1502.193	1501.813	1502.193	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1514.234	1514.234	1514.234	1514.394	1514.394	1514.564	1514.234	1515.063	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1548.898	1548.898	1548.898	1549.088	NA	NA	1548.898	1550.468	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1582.888	1582.888	1582.888	1583.158	NA	NA	1582.888	1583.158	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1598.813	1598.813	1598.813	1598.973	1598.973	1599.113	1598.813	1599.393	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1630.793	1630.483	1630.793	1630.943	NA	NA	1630.483	1630.943	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1641.203	1640.953	1641.203	1641.462	NA	NA	1640.743	1641.462	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1696.618	1696.618	1696.618	1696.688	1696.688	1696.788	1696.618	1700.238	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1703.893	1703.773	1703.893	1703.933	NA	NA	1703.773	1705.442	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1740.012	1740.012	1740.012	1740.203	1740.203	1740.303	1740.012	1742.153	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1754.273	1754.273	1754.273	1754.423	1754.423	1754.583	1754.273	1754.583	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1771.202	1771.202	1771.202	1771.413	1771.413	1771.553	1771.202	1771.553	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1899.848	1899.848	1899.848	1900.088	NA	NA	1899.848	1900.088	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1901.623	1900.873	1901.623	1901.663	NA	NA	1900.873	1903.183	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1901.883	1900.873	1901.883	1902.083	NA	NA	1900.873	1903.183	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1955.713	1955.713	1955.713	1955.913	NA	NA	1955.713	1957.523	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	1956.503	1956.503	1956.503	1956.652	1956.652	1956.793	1955.713	1957.523	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	1959.583	1959.583	1959.583	1959.623	NA	NA	1959.583	1959.753	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2003.303	2003.303	2003.303	2003.593	NA	NA	2003.303	2003.593	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2012.498	2012.498	2012.498	2012.678	2012.678	2012.808	2012.498	2012.808	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2025.503	2025.503	2025.503	2025.653	2025.653	2025.853	2025.503	2025.853	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2035.958	2035.958	2035.958	2036.108	NA	NA	2035.958	2036.108	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2041.468	2041.468	2041.468	2041.638	2041.638	2041.808	2041.468	2041.808	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2084.983	2084.983	2084.983	2085.133	2085.133	2085.283	2084.983	2085.283	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2095.153	2095.153	2095.153	2095.353	2095.353	2095.483	2095.153	2099.243	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2104.663	2104.663	2104.663	2104.833	2104.833	2104.973	2104.663	2104.973	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2117.313	2117.313	2117.313	2117.373	NA	NA	2117.313	2117.503	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2150.967	2150.828	2150.967	2151.148	2151.148	2151.278	2150.358	2151.278	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2163.538	2163.538	2163.538	2163.738	2163.738	2163.918	2163.538	2163.918	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2207.308	2206.698	2207.308	2207.627	NA	NA	2206.698	2208.438	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2208.848	2208.848	2208.848	2209.048	2209.048	2209.178	2208.848	2211.028	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2214.518	2214.518	2214.518	2214.658	2214.658	2214.798	2214.518	2217.158	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2218.158	2218.158	2218.158	2218.318	2218.318	2218.478	2218.158	2218.478	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2221.698	2221.087	2221.698	2221.858	NA	NA	2219.798	2222.638	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2244.977	2244.268	2244.977	2245.127	NA	NA	2244.268	2249.538	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2337.318	2337.318	2337.318	2337.478	NA	NA	2336.728	2337.478	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2391.743	2391.743	2391.743	2392.053	NA	NA	2391.743	2392.452	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2396.293	2396.293	2396.293	2396.583	NA	NA	2396.293	2396.853	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2528.013	2528.013	2528.013	2528.213	2528.213	2528.372	2528.013	2528.372	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2560.963	2560.963	2560.963	2561.173	2561.173	2561.313	2560.963	2561.313	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2572.958	2572.958	2572.958	2573.098	2573.098	2573.268	2572.958	2575.488	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UM"	2631.793	2631.793	2631.793	2631.963	2631.963	2632.103	2631.793	2632.103	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2682.308	2682.057	2682.308	2682.448	NA	NA	2682.057	2682.448	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2710.023	2709.793	2710.023	2710.182	NA	NA	2709.793	2710.182	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2748.223	2748.223	2748.223	2748.333	NA	NA	2748.223	2752.093	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2769.923	2769.702	2769.923	2770.173	NA	NA	2768.483	2770.173	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2773.713	2773.433	2773.713	2773.932	NA	NA	2773.433	2773.932	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-1-"	"UH"	2807.753	2807.533	2807.753	2807.923	NA	NA	2807.533	2810.733	6551	"m"	2000	21	"i/r"	"14"	2810.733	2814.345	3078
"PH00-1-2-"	"UH"	41.638	41.277	41.638	41.788	NA	NA	41.277	43.088	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	67.738	67.738	67.738	67.998	67.998	68.158	63.528	70.184	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UH"	91.728	91.228	91.728	91.907	NA	NA	91.228	92.758	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	240.148	240.148	240.148	240.368	240.368	240.398	240.148	240.877	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UH"	369.769	369.769	369.769	369.859	NA	NA	369.769	370.308	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	408.779	408.779	408.779	409.099	409.099	409.229	408.779	414.227	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	709.693	709.693	709.693	709.923	709.923	710.053	709.693	710.933	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UH"	780.753	780.343	780.753	780.993	NA	NA	780.343	780.993	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	828.958	828.958	828.958	829.248	829.248	829.418	827.747	829.418	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	876.082	876.082	876.082	876.402	876.402	876.623	876.082	876.623	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	1234.323	1234.323	1234.323	1234.563	1234.563	1234.843	1234.323	1234.843	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
"PH00-1-2-"	"UM"	1353.183	1353.183	1353.183	1353.372	1353.372	1353.583	1351.983	1355.623	6238	"f"	2000	52	"o/i"	"12"	2813.321	2826.45	3702
